uuid,deal,inspectionname,region,twmanagesproperty,anicipatedclosingdate,status,projectmanager,engineercompletinginspection,twinspectiontype,clientname,clientcontact,clientcontactphone,propertysize,executiondate,wdprojectid,propertyaddress,city,state,netrentablesf,yearbuilt,yearrenovated,xrmpropertynumber,propertytype,propertycontact,propertycontactphone,clientlegalentity,billingaddress,billingcity,billingstate,billingzipcode
80d0da55-445f-4f78-bcc5-060855a116be,23-00026,Concho,,No,4/12/2023,Active- 100% ,Kevin Boltz,Bryan Boldiszar,Client Specific,Other - Conoco,Rachel Huson,555.555.5555,"21,378",4/12/2023,PRJ-0151088,405 N Marienfeld,Midland,TX,"21,378",1972,2008,542588,Office,Melanie Johnson,3256682316,Midland CC Development LLC,2735 Racquet Club Dr,Midland,TX,79705
